timesteps,base,flex+1,flex+2,flex+3,flex+4,flex+5
01/01/2024 00:00,784.5800167,589.5670288,481.6489352,376.9311824,306.3434054,298.1444618
01/01/2024 01:00,751.0805604,564.3941026,461.0838213,360.8372348,293.263366,285.4144952
01/01/2024 02:00,721.6390718,542.270507,443.0098692,346.6928329,281.7677815,274.2265774
01/01/2024 03:00,704.2696122,529.2183511,432.3468628,338.3481251,274.9857844,267.6260929
01/01/2024 04:00,677.8503756,509.3658051,416.128253,325.655686,264.6702541,257.5866465
01/01/2024 05:00,629.1377856,472.7610787,386.2238881,302.2529817,245.6501665,239.0756105
01/01/2024 06:00,629.4943435,473.0290115,386.4427768,302.4242807,245.7893864,239.2111043
01/01/2024 07:00,640.0043097,480.9266503,392.8947816,307.4735222,249.8930581,243.2049458
01/01/2024 08:00,679.5992068,510.6799518,417.2018499,326.4958667,265.3530945,258.2512114
01/01/2024 09:00,725.9687025,545.5239769,445.6678033,348.772892,283.4583086,275.8718594
01/01/2024 10:00,776.9564709,583.8383699,476.9688865,373.2686469,303.3667517,295.2474749
01/01/2024 11:00,796.26153,598.3450183,488.8201458,382.5432634,310.9045139,302.5834972
01/01/2024 12:00,785.7345848,590.4346208,482.3577177,377.4858648,306.7942126,298.5832036
01/01/2024 13:00,777.211155,584.0297505,477.1252356,373.3910033,303.4661945,295.3442562
01/01/2024 14:00,775.6321132,582.8431909,476.1558713,372.6323935,302.8496493,294.7442122
01/01/2024 15:00,802.5946761,603.1040155,492.7080259,385.5858597,313.3773242,304.9901255
01/01/2024 16:00,872.6667774,655.7591936,535.7248658,419.2501889,340.7373457,331.6178861
01/01/2024 17:00,885.7066063,665.5578795,543.729938,425.5148376,345.8288156,336.5730885
01/01/2024 18:00,871.7499144,655.0702235,535.1620092,418.8097058,340.3793517,331.2694735
01/01/2024 19:00,841.0689629,632.0152424,516.3271582,404.069836,328.3998124,319.6105533
01/01/2024 20:00,829.8119231,623.5562206,509.4165295,398.6616823,324.0044418,315.33282
01/01/2024 21:00,839.8634578,631.1093743,515.587106,403.4906823,327.9291166,319.1524552
01/01/2024 22:00,797.5009929,599.2764038,489.5810445,383.1387313,311.3884687,303.0544995
01/01/2024 23:00,746.2076035,560.732354,458.0923425,358.4961487,291.3606943,283.5627464
